x,y,class
3.411241876774131,2.3061859440098145,1
2.3201257666937787,1.9726061755744368,1
2.7829903872845914,2.877077476532639,1
3.7927145593611664,1.8126273589243707,1
3.494046392119974,1.7220394780011494,1
1.2181776960988713,1.5349852185117399,1
2.7600707340204718,0.6938923790124036,1
1.8789142333618416,0.7457858205532366,1
1.9174249185651537,1.0566736554898497,1
2.328478801550698,3.0411424573318087,1
2.1152348569287023,2.716208218311944,1
3.1634188055703802,3.0999712531143917,1
2.608830180117595,0.9342306763243986,1
2.0973400131942626,0.42510024817118364,1
2.3550905861963405,1.4719549438927335,1
2.2669394618994136,2.1406551626368224,1
3.1952632585260847,2.398952219927862,1
1.8358733889873593,2.838377724774442,1
2.250454161320721,2.227423736645772,1
1.3167234085586201,3.394135024524505,1
-0.042391852667262864,1.8219154552413437,1
2.5228948763522885,1.269536625566563,1
2.6915489590876045,0.6550254276044531,1
1.4062679836748464,1.28882291352364,1
3.815803699190086,2.1936943687880985,1
0.8365074603209881,1.2890237941170954,1
2.036606813841157,2.749393970828206,1
1.8502529199793332,3.1298621648299543,1
3.226223371486766,0.10433047581871757,1
3.175487015920228,2.6912418403981184,1
2.123957940557533,0.20831675307061048,1
2.302530015681739,2.32119924407223,1
1.2897714018959099,2.9798964513549278,1
0.41536282542085834,2.0518848850748608,1
1.7216702805390778,0.9762486614366084,1
2.125079175283184,1.531655036577782,1
2.9842325445821767,1.7906836434312794,1
2.961903879027529,1.8542041729680456,1
1.6901385460736382,1.8376825273866664,1
1.7581577995397315,1.912093776552549,1
1.1611576279463258,2.1707840391281352,1
0.8639856502568197,1.0331410770134228,1
0.6349838474999898,1.8063841361038244,1
3.5606203161854317,3.2146089362845647,1
1.5922782545986771,1.6922836614859857,1
1.6495405587110508,1.6449311254758419,1
0.9977637119600591,2.8625578429713903,1
2.621992284665528,-0.047347733075277176,1
0.7088817219536387,2.945102881030629,1
1.829807775828825,1.4944769935958662,1
1.2836267510450594,2.1311428579620695,1
2.30952199828741,2.0770570847369574,1
1.5913558899449016,2.753974495376315,1
1.0554942527020703,1.7859242030117217,1
1.9774542173290761,1.4575793747484398,1
2.3426654964243343,3.038276632520879,1
2.0532137779065343,0.1086609462870558,1
2.241977518191825,2.0162673453641946,1
1.4925423250552292,0.9216596618967037,1
1.7098070672102894,1.3907412893947528,1
1.4620316417792392,3.6090053451705097,1
1.712357470767567,1.9643236588353143,1
1.3494829743644368,2.156055757721105,1
0.6189739181346585,0.5747497154355268,1
2.141940913803002,1.4167642729642433,1
1.6785752510333904,2.157245920583028,1
0.6958413224271642,2.2838061544905743,1
2.3702258044206195,2.493509243514623,1
1.2741613084934063,2.006902319134061,1
2.0415563166369113,2.421603366763728,1
2.5832724497420294,2.363025530108547,1
2.1031863286059287,0.5362076711963748,1
2.9115205476346406,2.0296045775281195,1
1.0121393437170778,2.6143219261861628,1
2.3218733129420395,2.4719038565876157,1
1.4521519272477494,1.7089129520233681,1
1.3033622806544947,1.3554987939685057,1
1.5369202681884677,1.1053504605426943,1
1.7507579742981019,1.89515679076687,1
2.0449322737837963,2.9064639036477775,1
1.0678801273733147,0.43855671881471814,1
2.7206611895633497,1.4720866162164015,1
2.372529951784368,1.0881580356585807,1
0.7710050509782209,2.6279660169924,1
3.1906017550364796,1.5565522987429592,1
3.5167113408244663,1.623489873476167,1
2.9430236569277204,1.8264403440506807,1
1.8560601313501193,2.3563146007158378,1
1.143397902791566,1.6860888014802906,1
2.8435613815449092,-0.4369144438399415,1
1.6774584424214563,2.4346495131100157,1
2.977956056305942,2.351234366137634,1
2.166619982461488,1.8243671773350294,1
2.7813112291869704,1.1327707034624523,1
2.2850931177395215,2.2814240885450867,1
2.565258534553559,2.3033884268284694,1
2.0084000165766565,1.6239736938393001,1
3.4286963951246685,1.8266148235395692,1
2.101529674162896,1.255874797980543,1
2.321591490755761,1.8571287263301366,1
3.5065205576450036,0.7596565239332151,1
0.9217927510860429,2.3338550568254686,1
0.9836120012114131,1.244505207340565,1
2.775517366526409,2.1904825182658496,1
1.0615012759086722,0.8752296669856805,1
3.554896948519434,1.5279538833043682,1
1.6691048153922021,1.9116084759472578,1
1.4020361508473937,0.6714401505045893,1
3.538353621184308,2.092118298512074,1
3.1844118331475393,1.6966819496960617,1
3.4940471683412557,0.6061150417526155,1
2.7248357266203085,0.9574057967101475,1
1.311019451956238,2.4840960672657335,1
3.528051962479227,2.716444788441059,1
1.7855973032388957,1.8944730881760263,1
2.6419651166371163,2.3238094496323978,1
2.7578015742189983,2.179074850650329,1
1.8759919255273327,2.2636983857021904,1
2.491263496276864,3.0287872056642344,1
2.7377653372532214,0.7944012814285824,1
2.3011404249245038,2.5411685858892987,1
1.1204793675326443,1.6943928355377438,1
2.2385905393648446,1.8205928525986876,1
3.061108717349624,1.758200215635944,1
1.4443457122149077,1.699882306670973,1
1.8802923677378633,1.0190430465735847,1
1.65187715862269,2.146671359406081,1
3.479410982783474,3.336754426231086,1
2.5378358056099484,1.9550935836409944,1
2.3259694689928883,1.9988919658119235,1
1.3840671404437468,1.4501607702746693,1
2.431399353033454,1.9060203628655108,1
1.460533871474099,2.3729331408272247,1
2.025464446619481,1.7038060474365255,1
1.4913231372968951,1.636956767158399,1
2.5411466359571997,2.3226116321305974,1
